id,nombre,correo,telefono,mascotas
360,Monica Harmon,christopherreese@example.com,2503999756,"[{'id': 413, 'nombre': 'Jennifer', 'especie': 'Gato', 'raza': 'prepare', 'edad': 7, 'propietario': 360}, {'id': 7266, 'nombre': 'Christopher', 'especie': 'Conejo', 'raza': 'store', 'edad': 2, 'propietario': 360}, {'id': 8789, 'nombre': 'Michelle', 'especie': 'Perro', 'raza': 'long', 'edad': 3, 'propietario': 360}]"
361,Nicholas Jackson,zgallegos@example.net,6275821887,"[{'id': 6369, 'nombre': 'Daniel', 'especie': 'Conejo', 'raza': 'its', 'edad': 11, 'propietario': 361}, {'id': 10906, 'nombre': 'Melissa', 'especie': 'Perro', 'raza': 'low', 'edad': 17, 'propietario': 361}]"
362,Timothy Rodriguez,duranbrandy@example.net,17308827378,"[{'id': 2681, 'nombre': 'Mary', 'especie': 'Conejo', 'raza': 'glass', 'edad': 10, 'propietario': 362}, {'id': 6749, 'nombre': 'Garrett', 'especie': 'Perro', 'raza': 'TV', 'edad': 4, 'propietario': 362}]"
363,Steven Nash,dfoster@example.com,6515300574728,"[{'id': 1567, 'nombre': 'Meghan', 'especie': 'Iguana', 'raza': 'money', 'edad': 6, 'propietario': 363}, {'id': 5332, 'nombre': 'Peter', 'especie': 'Iguana', 'raza': 'culture', 'edad': 18, 'propietario': 363}, {'id': 8035, 'nombre': 'Duane', 'especie': 'Conejo', 'raza': 'remember', 'edad': 11, 'propietario': 363}, {'id': 9678, 'nombre': 'Louis', 'especie': 'Gato', 'raza': 'piece', 'edad': 13, 'propietario': 363}, {'id': 9711, 'nombre': 'Samuel', 'especie': 'Gato', 'raza': 'ask', 'edad': 15, 'propietario': 363}]"
364,Jessica Edwards,pamela03@example.org,44849792175031,"[{'id': 7687, 'nombre': 'Bryce', 'especie': 'Loro', 'raza': 'practice', 'edad': 16, 'propietario': 364}, {'id': 8974, 'nombre': 'Sean', 'especie': 'Loro', 'raza': 'sound', 'edad': 7, 'propietario': 364}, {'id': 10358, 'nombre': 'Maurice', 'especie': 'Gato', 'raza': 'service', 'edad': 8, 'propietario': 364}, {'id': 10493, 'nombre': 'David', 'especie': 'Perro', 'raza': 'nation', 'edad': 13, 'propietario': 364}]"
365,Thomas Baker,antoniobell@example.com,14082624287,"[{'id': 1746, 'nombre': 'Joseph', 'especie': 'Loro', 'raza': 'police', 'edad': 11, 'propietario': 365}, {'id': 4369, 'nombre': 'Thomas', 'especie': 'Iguana', 'raza': 'staff', 'edad': 13, 'propietario': 365}, {'id': 5841, 'nombre': 'Jessica', 'especie': 'Gato', 'raza': 'property', 'edad': 9, 'propietario': 365}]"
366,Jose Howard,wstevenson@example.org,2268157980061,[]
367,Kelly Fowler,lopezjamie@example.net,1762870943704250,"[{'id': 11728, 'nombre': 'Sabrina', 'especie': 'Perro', 'raza': 'wind', 'edad': 20, 'propietario': 367}]"
368,Ryan Smith,william88@example.net,00136538639809604,"[{'id': 4069, 'nombre': 'Susan', 'especie': 'Iguana', 'raza': 'walk', 'edad': 13, 'propietario': 368}, {'id': 5303, 'nombre': 'Robert', 'especie': 'Conejo', 'raza': 'process', 'edad': 4, 'propietario': 368}, {'id': 6446, 'nombre': 'Emily', 'especie': 'Iguana', 'raza': 'once', 'edad': 6, 'propietario': 368}, {'id': 11732, 'nombre': 'Taylor', 'especie': 'Loro', 'raza': 'reduce', 'edad': 16, 'propietario': 368}]"
369,Jennifer Reyes,lisagarcia@example.org,8256197026,"[{'id': 6810, 'nombre': 'John', 'especie': 'Gato', 'raza': 'score', 'edad': 20, 'propietario': 369}, {'id': 8334, 'nombre': 'Billy', 'especie': 'Iguana', 'raza': 'fine', 'edad': 10, 'propietario': 369}, {'id': 8944, 'nombre': 'Logan', 'especie': 'Gato', 'raza': 'stop', 'edad': 10, 'propietario': 369}]"
370,Ronnie Decker,amandakim@example.org,6559818051,"[{'id': 1688, 'nombre': 'Nicole', 'especie': 'Perro', 'raza': 'measure', 'edad': 12, 'propietario': 370}, {'id': 2600, 'nombre': 'Lisa', 'especie': 'Loro', 'raza': 'eat', 'edad': 14, 'propietario': 370}, {'id': 4866, 'nombre': 'Eduardo', 'especie': 'Perro', 'raza': 'traditional', 'edad': 15, 'propietario': 370}]"
371,Jeffrey Ross,randy79@example.net,6936320629,"[{'id': 9884, 'nombre': 'Sara', 'especie': 'Iguana', 'raza': 'quite', 'edad': 19, 'propietario': 371}, {'id': 11074, 'nombre': 'Jonathan', 'especie': 'Loro', 'raza': 'and', 'edad': 9, 'propietario': 371}, {'id': 11414, 'nombre': 'Cathy', 'especie': 'Iguana', 'raza': 'election', 'edad': 1, 'propietario': 371}]"
372,Evan Ford,daniel65@example.net,58634300750608,"[{'id': 4607, 'nombre': 'Jennifer', 'especie': 'Iguana', 'raza': 'great', 'edad': 16, 'propietario': 372}, {'id': 7557, 'nombre': 'Anthony', 'especie': 'Gato', 'raza': 'interesting', 'edad': 8, 'propietario': 372}, {'id': 9329, 'nombre': 'Amber', 'especie': 'Iguana', 'raza': 'happy', 'edad': 3, 'propietario': 372}, {'id': 11556, 'nombre': 'Sheri', 'especie': 'Loro', 'raza': 'whatever', 'edad': 11, 'propietario': 372}, {'id': 11724, 'nombre': 'Barbara', 'especie': 'Conejo', 'raza': 'east', 'edad': 16, 'propietario': 372}]"
373,Aaron Page,ocooper@example.com,001260500557547139,"[{'id': 10276, 'nombre': 'Jennifer', 'especie': 'Gato', 'raza': 'gas', 'edad': 17, 'propietario': 373}, {'id': 11944, 'nombre': 'Alyssa', 'especie': 'Gato', 'raza': 'identify', 'edad': 15, 'propietario': 373}]"
374,Rebecca Preston,richardsonmichelle@example.org,847702876993720,[]
375,Kristine Murray,kaylaconner@example.net,5264393325,"[{'id': 5114, 'nombre': 'Daniel', 'especie': 'Perro', 'raza': 'arm', 'edad': 17, 'propietario': 375}, {'id': 10318, 'nombre': 'Gregory', 'especie': 'Perro', 'raza': 'hard', 'edad': 2, 'propietario': 375}]"
376,Ashley Rodgers,dturner@example.com,1738331546927308,"[{'id': 2016, 'nombre': 'Martin', 'especie': 'Iguana', 'raza': 'case', 'edad': 1, 'propietario': 376}, {'id': 7560, 'nombre': 'Katherine', 'especie': 'Iguana', 'raza': 'product', 'edad': 7, 'propietario': 376}, {'id': 7927, 'nombre': 'Daniel', 'especie': 'Conejo', 'raza': 'blue', 'edad': 16, 'propietario': 376}, {'id': 9140, 'nombre': 'Samuel', 'especie': 'Iguana', 'raza': 'body', 'edad': 20, 'propietario': 376}]"
377,Cassandra Gross,davilawillie@example.net,8704890315,"[{'id': 3242, 'nombre': 'Matthew', 'especie': 'Perro', 'raza': 'perform', 'edad': 8, 'propietario': 377}, {'id': 5272, 'nombre': 'John', 'especie': 'Perro', 'raza': 'popular', 'edad': 10, 'propietario': 377}, {'id': 5376, 'nombre': 'Mark', 'especie': 'Gato', 'raza': 'great', 'edad': 7, 'propietario': 377}, {'id': 5865, 'nombre': 'John', 'especie': 'Loro', 'raza': 'practice', 'edad': 14, 'propietario': 377}, {'id': 6668, 'nombre': 'Bobby', 'especie': 'Gato', 'raza': 'community', 'edad': 12, 'propietario': 377}]"
378,Colleen Blanchard,ymalone@example.com,0019349409935,"[{'id': 1293, 'nombre': 'Sarah', 'especie': 'Iguana', 'raza': 'size', 'edad': 6, 'propietario': 378}]"
379,Leah Hoover,nmoore@example.net,6137091687470,"[{'id': 1788, 'nombre': 'Yvette', 'especie': 'Perro', 'raza': 'Congress', 'edad': 1, 'propietario': 379}, {'id': 8208, 'nombre': 'Peggy', 'especie': 'Loro', 'raza': 'say', 'edad': 1, 'propietario': 379}]"
380,David Dunlap,howardmichelle@example.org,9109382268594,"[{'id': 2167, 'nombre': 'David', 'especie': 'Gato', 'raza': 'agency', 'edad': 20, 'propietario': 380}, {'id': 6256, 'nombre': 'Erin', 'especie': 'Perro', 'raza': 'of', 'edad': 20, 'propietario': 380}]"
381,Sarah Gordon,melaniemedina@example.org,879862119946773,"[{'id': 3853, 'nombre': 'Andrew', 'especie': 'Iguana', 'raza': 'per', 'edad': 17, 'propietario': 381}, {'id': 5775, 'nombre': 'Michael', 'especie': 'Perro', 'raza': 'discussion', 'edad': 11, 'propietario': 381}]"
382,Denise Anderson,ashley63@example.com,00125440989723508,"[{'id': 9508, 'nombre': 'Travis', 'especie': 'Conejo', 'raza': 'technology', 'edad': 20, 'propietario': 382}, {'id': 10505, 'nombre': 'Tracy', 'especie': 'Iguana', 'raza': 'street', 'edad': 1, 'propietario': 382}, {'id': 10973, 'nombre': 'Randy', 'especie': 'Gato', 'raza': 'short', 'edad': 17, 'propietario': 382}, {'id': 12122, 'nombre': 'Justin', 'especie': 'Perro', 'raza': 'list', 'edad': 9, 'propietario': 382}]"
383,Lisa Pugh,olsonanthony@example.org,17113370628294,"[{'id': 2675, 'nombre': 'Melissa', 'especie': 'Conejo', 'raza': 'build', 'edad': 20, 'propietario': 383}, {'id': 11160, 'nombre': 'Cindy', 'especie': 'Gato', 'raza': 'protect', 'edad': 15, 'propietario': 383}]"
384,William Moore,michellebrown@example.net,166780168700764,"[{'id': 3375, 'nombre': 'Melissa', 'especie': 'Loro', 'raza': 'if', 'edad': 3, 'propietario': 384}, {'id': 10969, 'nombre': 'Theodore', 'especie': 'Loro', 'raza': 'keep', 'edad': 13, 'propietario': 384}]"
385,Natalie Nguyen,zvillegas@example.org,0014999644547,"[{'id': 376, 'nombre': 'Cristina', 'especie': 'Gato', 'raza': 'run', 'edad': 20, 'propietario': 385}, {'id': 4158, 'nombre': 'Jason', 'especie': 'Iguana', 'raza': 'western', 'edad': 11, 'propietario': 385}, {'id': 8324, 'nombre': 'John', 'especie': 'Conejo', 'raza': 'prove', 'edad': 5, 'propietario': 385}, {'id': 8692, 'nombre': 'Christine', 'especie': 'Loro', 'raza': 'arrive', 'edad': 20, 'propietario': 385}]"
386,Rebecca Walton,kimdavid@example.org,1814911383209869,[]
387,Tristan Flores,josephgriffith@example.com,7608607507,"[{'id': 2029, 'nombre': 'Steven', 'especie': 'Gato', 'raza': 'shoulder', 'edad': 9, 'propietario': 387}, {'id': 4301, 'nombre': 'Tony', 'especie': 'Gato', 'raza': 'coach', 'edad': 6, 'propietario': 387}]"
388,Jeffrey Rodriguez,jordanholly@example.net,19274129994123,"[{'id': 10954, 'nombre': 'Katrina', 'especie': 'Loro', 'raza': 'bill', 'edad': 19, 'propietario': 388}]"
389,Andrew Ortega,emann@example.org,2185760630,[]
390,Alexander Gregory,jhopkins@example.com,8508548831,"[{'id': 1402, 'nombre': 'Preston', 'especie': 'Perro', 'raza': 'by', 'edad': 1, 'propietario': 390}, {'id': 2104, 'nombre': 'Brandi', 'especie': 'Iguana', 'raza': 'know', 'edad': 18, 'propietario': 390}]"
391,Rebecca Juarez,patriciasalas@example.net,8036339871,"[{'id': 7812, 'nombre': 'Debra', 'especie': 'Perro', 'raza': 'expert', 'edad': 7, 'propietario': 391}, {'id': 10191, 'nombre': 'Christopher', 'especie': 'Conejo', 'raza': 'why', 'edad': 20, 'propietario': 391}]"
392,Benjamin Thomas,derrick42@example.org,00199364078855855,"[{'id': 7747, 'nombre': 'Connie', 'especie': 'Conejo', 'raza': 'significant', 'edad': 7, 'propietario': 392}]"
393,Alexa Phillips,csmith@example.net,2662280136,"[{'id': 4820, 'nombre': 'David', 'especie': 'Gato', 'raza': 'to', 'edad': 14, 'propietario': 393}, {'id': 5569, 'nombre': 'Charles', 'especie': 'Gato', 'raza': 'practice', 'edad': 16, 'propietario': 393}, {'id': 11809, 'nombre': 'James', 'especie': 'Loro', 'raza': 'door', 'edad': 1, 'propietario': 393}]"
394,Robert Patterson,nsawyer@example.com,127490222098274,"[{'id': 6420, 'nombre': 'Brent', 'especie': 'Loro', 'raza': 'air', 'edad': 15, 'propietario': 394}]"
395,Kurt Wood,angelicataylor@example.com,15783391443,"[{'id': 161, 'nombre': 'Donna', 'especie': 'Loro', 'raza': 'word', 'edad': 20, 'propietario': 395}, {'id': 1026, 'nombre': 'Jonathan', 'especie': 'Perro', 'raza': 'billion', 'edad': 15, 'propietario': 395}, {'id': 10780, 'nombre': 'Jonathan', 'especie': 'Conejo', 'raza': 'reach', 'edad': 16, 'propietario': 395}]"
396,Lisa Henry,shawnsmith@example.org,9027466042,"[{'id': 3530, 'nombre': 'Kevin', 'especie': 'Conejo', 'raza': 'different', 'edad': 16, 'propietario': 396}, {'id': 5869, 'nombre': 'Kristin', 'especie': 'Perro', 'raza': 'four', 'edad': 11, 'propietario': 396}, {'id': 7849, 'nombre': 'Douglas', 'especie': 'Conejo', 'raza': 'property', 'edad': 4, 'propietario': 396}]"
397,Shannon Pace,kylefoster@example.com,176192218264115,"[{'id': 6385, 'nombre': 'Darren', 'especie': 'Loro', 'raza': 'clear', 'edad': 14, 'propietario': 397}]"
398,Seth Martin,fernandezchristina@example.net,6978983835,"[{'id': 1905, 'nombre': 'Sabrina', 'especie': 'Loro', 'raza': 'necessary', 'edad': 18, 'propietario': 398}, {'id': 8382, 'nombre': 'Melissa', 'especie': 'Perro', 'raza': 'reach', 'edad': 2, 'propietario': 398}]"
399,Nancy Brennan,clarkemichael@example.org,001949740948980458,"[{'id': 3876, 'nombre': 'Colleen', 'especie': 'Loro', 'raza': 'music', 'edad': 11, 'propietario': 399}, {'id': 5343, 'nombre': 'Christopher', 'especie': 'Gato', 'raza': 'as', 'edad': 19, 'propietario': 399}, {'id': 9257, 'nombre': 'Abigail', 'especie': 'Iguana', 'raza': 'cause', 'edad': 12, 'propietario': 399}, {'id': 12152, 'nombre': 'Frederick', 'especie': 'Iguana', 'raza': 'authority', 'edad': 1, 'propietario': 399}]"
400,Michael Jones,heather93@example.com,3665957158,"[{'id': 4192, 'nombre': 'Morgan', 'especie': 'Gato', 'raza': 'article', 'edad': 7, 'propietario': 400}, {'id': 8048, 'nombre': 'Donald', 'especie': 'Perro', 'raza': 'partner', 'edad': 2, 'propietario': 400}, {'id': 11283, 'nombre': 'Makayla', 'especie': 'Conejo', 'raza': 'how', 'edad': 11, 'propietario': 400}]"
401,Jessica Gonzalez,daltonmcmahon@example.net,9376844390,[]
402,Michael Hall,amurphy@example.net,8112180633571,"[{'id': 27, 'nombre': 'Eric', 'especie': 'Gato', 'raza': 'international', 'edad': 20, 'propietario': 402}]"
403,Tracy Wilcox,alexanderwoodard@example.com,7933899524,"[{'id': 6577, 'nombre': 'Katherine', 'especie': 'Perro', 'raza': 'east', 'edad': 5, 'propietario': 403}, {'id': 7491, 'nombre': 'Richard', 'especie': 'Conejo', 'raza': 'news', 'edad': 4, 'propietario': 403}]"
404,Angel Torres,sarah57@example.com,763935661194273,"[{'id': 4292, 'nombre': 'Colin', 'especie': 'Conejo', 'raza': 'least', 'edad': 12, 'propietario': 404}, {'id': 4939, 'nombre': 'Sean', 'especie': 'Perro', 'raza': 'authority', 'edad': 18, 'propietario': 404}, {'id': 7249, 'nombre': 'Barbara', 'especie': 'Perro', 'raza': 'very', 'edad': 17, 'propietario': 404}, {'id': 10896, 'nombre': 'Christopher', 'especie': 'Loro', 'raza': 'trouble', 'edad': 5, 'propietario': 404}]"
405,Catherine Davis,yli@example.net,00161881037579733,"[{'id': 7317, 'nombre': 'Ryan', 'especie': 'Iguana', 'raza': 'court', 'edad': 2, 'propietario': 405}]"
406,Katrina Booth,iday@example.net,74650855239508,"[{'id': 7137, 'nombre': 'Sarah', 'especie': 'Iguana', 'raza': 'magazine', 'edad': 8, 'propietario': 406}]"
407,Elizabeth Vega,kevinburke@example.net,2115706041167,"[{'id': 11495, 'nombre': 'Jason', 'especie': 'Gato', 'raza': 'he', 'edad': 3, 'propietario': 407}]"
408,Tammy Miller,anthony93@example.net,6516680665,"[{'id': 5381, 'nombre': 'Hayden', 'especie': 'Conejo', 'raza': 'rate', 'edad': 8, 'propietario': 408}, {'id': 7702, 'nombre': 'Michael', 'especie': 'Gato', 'raza': 'weight', 'edad': 17, 'propietario': 408}, {'id': 8515, 'nombre': 'William', 'especie': 'Gato', 'raza': 'treatment', 'edad': 20, 'propietario': 408}]"
409,Kenneth King,joshuamoore@example.net,3572690324,[]
410,Robert Miller,gomezjohn@example.net,824205784149469,"[{'id': 4940, 'nombre': 'Patricia', 'especie': 'Conejo', 'raza': 'people', 'edad': 20, 'propietario': 410}]"
411,James White,james27@example.com,180952293071667,"[{'id': 2931, 'nombre': 'Melinda', 'especie': 'Conejo', 'raza': 'quickly', 'edad': 4, 'propietario': 411}, {'id': 8159, 'nombre': 'Brenda', 'especie': 'Conejo', 'raza': 'alone', 'edad': 15, 'propietario': 411}, {'id': 10395, 'nombre': 'Barry', 'especie': 'Loro', 'raza': 'boy', 'edad': 18, 'propietario': 411}]"
412,William Roberts,jonesjeanne@example.org,149489379972261,"[{'id': 59, 'nombre': 'Brian', 'especie': 'Perro', 'raza': 'space', 'edad': 14, 'propietario': 412}, {'id': 4205, 'nombre': 'Patricia', 'especie': 'Iguana', 'raza': 'assume', 'edad': 17, 'propietario': 412}, {'id': 4320, 'nombre': 'Jose', 'especie': 'Gato', 'raza': 'across', 'edad': 7, 'propietario': 412}, {'id': 6346, 'nombre': 'Diana', 'especie': 'Iguana', 'raza': 'first', 'edad': 1, 'propietario': 412}, {'id': 10330, 'nombre': 'Kenneth', 'especie': 'Gato', 'raza': 'hand', 'edad': 17, 'propietario': 412}, {'id': 10368, 'nombre': 'Kristen', 'especie': 'Gato', 'raza': 'attack', 'edad': 1, 'propietario': 412}]"
413,Robert Mays,carlsonjaclyn@example.net,8872006615,"[{'id': 724, 'nombre': 'Amber', 'especie': 'Loro', 'raza': 'training', 'edad': 18, 'propietario': 413}, {'id': 11014, 'nombre': 'Margaret', 'especie': 'Iguana', 'raza': 'door', 'edad': 11, 'propietario': 413}]"
414,Stephanie Martin,clayton05@example.org,2074063056,"[{'id': 9900, 'nombre': 'Bradley', 'especie': 'Iguana', 'raza': 'Mr', 'edad': 16, 'propietario': 414}]"
415,Roy Brown,jacob71@example.net,4187128543656,"[{'id': 4080, 'nombre': 'Cheryl', 'especie': 'Perro', 'raza': 'him', 'edad': 12, 'propietario': 415}, {'id': 6628, 'nombre': 'Charlene', 'especie': 'Perro', 'raza': 'rise', 'edad': 15, 'propietario': 415}]"
416,Andrew Salazar,mharmon@example.org,6665895536,"[{'id': 639, 'nombre': 'Christopher', 'especie': 'Conejo', 'raza': 'grow', 'edad': 2, 'propietario': 416}, {'id': 1793, 'nombre': 'Nicole', 'especie': 'Loro', 'raza': 'huge', 'edad': 12, 'propietario': 416}]"
417,Joseph Ramos,michael67@example.net,555907286074598,"[{'id': 5999, 'nombre': 'Michael', 'especie': 'Gato', 'raza': 'about', 'edad': 8, 'propietario': 417}]"
418,Debra Hines,donna76@example.com,9906603748,"[{'id': 7031, 'nombre': 'Shannon', 'especie': 'Iguana', 'raza': 'body', 'edad': 6, 'propietario': 418}, {'id': 7692, 'nombre': 'Jacob', 'especie': 'Loro', 'raza': 'say', 'edad': 18, 'propietario': 418}]"
419,Lauren Davis,nortiz@example.com,0019274490524526,"[{'id': 1879, 'nombre': 'Kim', 'especie': 'Conejo', 'raza': 'provide', 'edad': 19, 'propietario': 419}, {'id': 3141, 'nombre': 'Leroy', 'especie': 'Conejo', 'raza': 'also', 'edad': 11, 'propietario': 419}, {'id': 5164, 'nombre': 'Jeffrey', 'especie': 'Loro', 'raza': 'office', 'edad': 15, 'propietario': 419}, {'id': 9168, 'nombre': 'Julie', 'especie': 'Conejo', 'raza': 'ball', 'edad': 17, 'propietario': 419}]"
420,Holly Jones,kwilliams@example.org,0014306977033288,"[{'id': 72, 'nombre': 'Jon', 'especie': 'Conejo', 'raza': 'against', 'edad': 10, 'propietario': 420}, {'id': 6494, 'nombre': 'Christine', 'especie': 'Loro', 'raza': 'story', 'edad': 18, 'propietario': 420}, {'id': 9937, 'nombre': 'Kimberly', 'especie': 'Conejo', 'raza': 'sound', 'edad': 18, 'propietario': 420}, {'id': 12344, 'nombre': 'Elizabeth', 'especie': 'Conejo', 'raza': 'although', 'edad': 16, 'propietario': 420}]"
421,Madison Bruce,shannonclark@example.org,182942438167348,[]
422,Daniel Jackson,harmonjim@example.org,16069216249,"[{'id': 2471, 'nombre': 'Jennifer', 'especie': 'Conejo', 'raza': 'step', 'edad': 12, 'propietario': 422}]"
423,Ryan Taylor,esparzajorge@example.com,887388550463021,"[{'id': 1242, 'nombre': 'Michael', 'especie': 'Perro', 'raza': 'movie', 'edad': 4, 'propietario': 423}, {'id': 3240, 'nombre': 'Vanessa', 'especie': 'Loro', 'raza': 'health', 'edad': 15, 'propietario': 423}, {'id': 4717, 'nombre': 'Michele', 'especie': 'Perro', 'raza': 'again', 'edad': 16, 'propietario': 423}, {'id': 7098, 'nombre': 'Suzanne', 'especie': 'Conejo', 'raza': 'born', 'edad': 19, 'propietario': 423}]"
